,part_number,description,quantity,price,roi
2866,2889333-266,"k-hndlbar,miter,midrise,blk",3,514.99,-100.0
2867,2889347,"k-signal,bobber,smoke,cnd",2,269.99,-100.0
2868,2889385-vbb,"k-seat,synsolo,blkvyl",4,324.99,-100.0
2869,2889406-vba,"k-bag,carryon,tour",2,269.99,-78.57
2870,2889429-vba,"k-pad,pss bckrst,sprt,bob,blk",3,194.99,-85.71
2871,2889459-266,"k-hdlt,adapt,7 ,sae,blk",2,834.99,-78.57
2872,2889476-266,"k-accy,lwr,fog-light,blk",2,179.99,-100.0
2873,2889573,"k-eftr,mini,us",1,679.99,-100.0
2874,2889592,k-headlight,2,129.99,-78.57
2875,2889596,"k-antenna,trunk",4,329.99,-100.0
2876,2889606,k-liner-trunk,4,169.99,-100.0
2877,2889616-vba,"k-seat,gunfighter,heated,blk",2,899.99,-100.0
2878,2889617-266,"k-sidestand,extended,cmf,blk",2,209.99,-100.0
2879,2889636,"k-harness,jumper,7 ,headlight",1,49.99,-100.0
2880,2889685-vba,"k-seat,chief-comfort,blkvyl",5,329.99,-91.43
2881,2889807-156,"k-pass,backrest,fixed,low,chr",2,359.99,-100.0
2882,2889858-266,"k-windshield mount,blk",1,199.99,-100.0
2883,2890036-vbb,"k-pad,pss bckrst,chief,blk",2,139.99,-100.0
2884,2890075,"k-cruztools prem,ind",1,199.99,0.01
2885,2890076,"k-cruztools speed,ind",5,69.99,-86.66
2886,2890106-fba,"kit-bag,rear,blk",6,149.99,-100.0
2887,2890218,"k-grip,heated,clamp",10,429.99,-100.0
2888,2890220,"k-grip,heated,clamp",5,359.99,-91.43
2889,2890533-266,"k-pedal,brake,cmf,blk",2,229.99,-100.0
2890,2890543-156,"k-pedal,brake,chr",2,229.99,-100.0
2891,2890543-266,"k-pedal,brake,blk",2,219.99,-100.0
2892,2890574,"k-100w,5.25,spkr,2.0",1,769.99,-100.0
2893,2890575,"k-100w,6.5,spkr,2.0",1,899.99,-100.0
2894,2891111,"k-100w,5.25,spkr,trunk,2.0,na",1,839.99,-100.0
2895,29-20042,trfa-01 battery fuel transfer,2,104.99,-51.18
2896,30-09617,gt3000 shield,2,42.99,-100.0
2897,30-200,silver engine bars k5x,1,602.57,-100.0
2898,30-200bl,ilium works,1,607.95,-100.0
2899,30-250bl,aux light mount,2,149.48,-100.0
2900,30-300bl,sport boards driver and,1,529.0,-100.0
2901,30-800,rear bars k5x silver,2,550.75,-100.0
2902,30-800bl,rear guard bars rt,1,550.0,-100.0
2903,3000050-t0301,sleeve m8,1,11.99,-100.0
2904,300062206,1901 pure crewneck m,4,59.99,-100.17
2905,300062207,1901 pure crewneck l,1,59.99,-30.41
2906,300062208,1901 pure crewneck xl,3,59.99,-94.2
2907,300062209,1901 pure crewneck xxl,2,59.99,-100.0
2908,300062210,1901 pure crewneck xxxl,3,59.99,-100.0
2909,30031,"filter,cleaner,synthetic,32oz",11,27.99,-100.0
2910,3010010-t0301,flanged sleeve,1,9.99,-100.0
2911,3022662,"spark plug-10mm,mr7f",34,12.99,-100.0
2912,3023413,spark plug-10mm,4,12.99,-100.0
2913,30310401ba,exhaust valve guide +0.03 mm,2,255.99,-100.0
2914,30310411c,"guide-valve, intake",2,39.99,-100.0
2915,3040-2775,shopshirt overlord blk lg,1,74.99,-100.0
2916,30410731ab,"seat, exhaust valve +0.03 mm",1,282.99,-100.0
2917,305000000,heated grip glue,1,4.99,-100.0
2918,306-1010,"motion pro rimlock 1.85""",2,12.99,-100.0
2919,307-1459,mp 14-0513 brk lever,1,15.99,-100.0
2920,3070482,"sparkplug-10mm,l,lzmar8ai-10",34,19.99,-98.22
2921,3071025,3 pin mtw connector kit,8,8.99,-100.0
2922,3075,tire repair,4,24.95,-100.0
2923,3088051,"plug,spark dcpr8e(10)",14,9.99,-10.96
2924,311059,"tube 17"" tr4 street michelin",10,47.99,-5.34
2925,311060,"tube 17"" tr4 street michelin",5,40.99,-76.49
2926,311070,rim band 3.00 x 16 1300x33,20,14.99,-100.0
2927,311071,tape rim 2.15/3.00x17/18/19 12,20,14.99,-100.0
2928,311074,tape rim 1.60/1.85 x 21 1400x2,17,14.99,-73.26
2929,311137,170/60r17 72v anakee adventure,1,494.99,-100.0
2930,311233,110/70b17 54h road classic ft tl,1,373.99,20.1
2931,311234,100/90b19 57v road classic ft tl,2,378.99,-39.95
2932,311247,150/70b17 69v road classic rr,7,461.99,-65.69
2933,3120190-t0301,"touch up paint, lac",1,17.99,-100.0
2934,314-0111,oil filter,2,6.99,-100.0
2935,314-0112,oil filter,3,4.99,-100.0
2936,314-0116,honda oil filter,1,5.99,-100.0
2937,314-0123,oil filter 16099-004 hf123,2,5.99,-54.31
2938,314-0126,"oil filter, hf126",3,9.99,-100.0
2939,314-0132,hi-flo oil filter dr 200,4,5.99,-100.0
2940,314-0133,"hf133 oil fltr,suzuki16500-45810",1,7.99,-100.0
2941,314-0134,hf134 oil filter suzuki16510-0,11,12.99,-100.0
2942,314-0137,16510-37440 sub,1,6.99,-100.0
2943,314-0140,hiflo filter 16510-29f00 hf 139,2,5.99,-100.0
2944,314-0141,oil filter hiflo 157,4,7.99,-100.0
2945,314-0145,2h0-13440-90 oil fltr hf145,5,6.99,-100.0
2946,314-0146,hi-flo oil filter,2,11.99,-100.0
2947,314-0148,"hf148,hiflo,filter",1,12.99,-100.0
2948,314-0152,hf152 oil filter,1,10.99,-100.0
2949,314-0154,husqvarna,1,7.99,-100.0
2950,314-0155,oil filter,5,7.99,-100.0
2951,314-0156,oil filter,1,12.99,-100.0
2952,314-0160,hiflo filter bmw,1,13.99,-100.0
2953,314-0163,"oil filter, hf163",1,13.99,-100.0
2954,314-0171,harley oil filter hf171b,3,11.99,-100.0
2955,314-0172,hiflo hf172c,1,16.99,-100.0
2956,314-0173,hiflo hf173c oil filter,1,21.99,-100.0
2957,314-0191,t1210200 triumph filter,6,11.99,-100.0
2958,314-0303,hiflo hf303,6,10.99,-0.98
2959,314-0895,hf895 oil filter,1,8.99,-100.0
2960,314-1140,hf140 oil filter yam 5d3-13440,1,6.99,-100.0
2961,314-1141,hiflo hf141 oil filter,2,6.99,-82.66
2962,314-a2911,"air filter,kawasaki, vn1500/vn1600",1,33.99,-100.0
2963,314-a2915,hfa2915 air filter kawa 11013-,1,34.99,-100.0
2964,314-a3609,hfa3609 air filter 13780-20f00,1,34.99,-100.0
2965,314-a3619,hfa3619 air filter suzuki 1378,1,30.99,-100.0
2966,31411233252,shaft seal,3,16.99,-100.0
2967,31412000331,gasket ring,1,10.99,-100.0
2968,31421230751,ring,2,18.99,-100.0
2969,31421231483,shaft seal,6,22.99,-100.0
2970,31421232183,plate,1,12.49,-100.0
2971,31421232245,rubber grommet,1,4.99,-100.0
2972,31421232655,shaft seal,4,20.99,-100.0
2973,31421233038,felt,2,3.99,-100.0
2974,31421233693,ring,2,13.99,-100.0
2975,31421233943,holder,1,113.99,-100.0
2976,31421234396,cup,2,56.99,-100.0
2977,31421234509,ring,9,16.99,-77.29
2978,31421235615,rubber grommet,2,3.99,-100.0
2979,31421239765,cover,2,15.99,-100.0
2980,31421240053,hexagon bolt black,2,3.99,-100.0
2981,31421240179,washer,2,11.99,-100.0
2982,31421242262,cap nut,1,12.49,-100.0
2983,31421450517,guide ring,2,30.99,-100.0
2984,31421451829,cup,2,46.99,-100.0
2985,31421458327,shim,2,7.99,-100.0
2986,31421458341,shaft seal,2,23.99,-100.0
2987,31421458474,shim,2,6.99,-100.0
2988,31421540410,lenkererhoehung,2,81.99,-100.0
2989,31421541247,lenkererhoehung,2,68.99,-21.59
2990,31422000312,protection cap,1,53.99,-100.0
2991,31422000381,cap,6,6.99,-100.0
2992,31422310199,shaft seal,1,15.99,-100.0
2993,31422310346,bush,2,44.99,-59.58
2994,31422310352,o-ring,2,6.99,-51.91
2995,31422311980,dust cap,2,33.99,-69.53
2996,31422311986,bush,2,34.99,-100.0
2997,31422311988,shaft seal,1,34.99,-42.67
2998,31422311989,lock ring,14,5.99,-93.77
2999,31422311994,bush,2,11.99,-100.0
3000,31422312710,gasket,16,3.99,-79.3
3001,31422312713,snap ring,4,3.99,-100.0
3002,31422312836,cup,6,29.99,-100.0
3003,31422312839,shim,4,7.99,-100.0
3004,31422314711,"cover, black",2,3.99,-100.0
3005,31422314724,grooved ball bearing,2,44.99,-37.87
3006,31422330054,o-ring,9,9.99,-100.0
3007,31422330541,cap,1,8.99,-100.0
3008,31422330996,collar nut,3,12.99,-16.83
3009,31422331883,"guard cap, chrome",1,43.99,-100.0
3010,31422332107,screw,1,12.99,-100.0
3011,31422333100,lock ring,8,6.99,-90.66
3012,31422333172,o-ring,4,3.99,-100.0
3013,31422333409,repair kit seal rings,2,73.99,-100.0
3014,31422335824,double angular ball bearing,1,110.99,-37.26
3015,31422345383,o-ring,6,14.99,-100.0
3016,31422345384,piston ring,2,6.99,-100.0
3017,31422345802,"clamping block, silver",1,81.99,-100.0
3018,31427652644,ball joint,1,345.99,-100.0
3019,31427655775,"cylinder screw, front",2,4.99,-100.0
3020,31427655776,"cylinder screw, front",2,5.99,-100.0
3021,31427655778,fillister-head screw,1,6.99,-100.0
3022,31427655779,fillister-head screw,1,6.99,-100.0
3023,31427658259,covering plate,5,20.99,-100.0
3024,31427658261,washer,20,4.99,-100.0
3025,31427659779,sliding sleeve,7,44.99,-94.23
3026,31427660425,"pan-head machine screw, rear",3,8.99,-100.0
3027,31427660426,"pan-head machine screw, rear",1,6.99,-100.0
3028,31427663941,tapered roller bearing,6,97.99,3.5
3029,31427666217,snap ring,7,7.99,-90.51
3030,31427666219,o-ring,8,4.99,-75.95
3031,31427666223,dust protection collar,4,42.99,-0.03
3032,31427666224,supporting ring,8,8.99,-73.65
3033,31427666225,gasket ring,8,38.99,-48.14
3034,31427666226,shim,4,11.99,-100.0
3035,31427666227,guide bush,7,44.99,-94.23
3036,31427666239,gasket ring,7,9.99,-41.07
3037,31427674776,o-ring,18,7.99,-43.42
3038,31427676129,bolt,1,210.99,-100.0
3039,31427681040,ball joint,1,350.99,-100.0
3040,31427681274,cup,6,38.99,-89.95
3041,31427684359,isa screw,2,10.99,-28.28
3042,31427684600,covering plate,5,16.99,-100.0
3043,31427684743,hex nut with flange,26,7.99,-41.69
3044,31427692145,cup,6,38.99,-32.05
3045,31427692146,lock ring,6,9.99,-42.71
3046,31427692147,gasket ring,6,47.99,-51.78
3047,31427692248,cap,9,16.99,-81.83
3048,31427695250,o-ring,2,3.99,-100.0
3049,31427695255,"o-ring, right",1,3.99,-100.0
3050,31427696448,"o-ring, left",1,3.99,-100.0
3051,31427696450,o-ring,4,4.99,-67.93
3052,31427698172,clamping support,2,95.99,-100.0
3053,31427702836,o-ring,5,5.99,-71.93
3054,31427702837,gasket ring,7,43.99,-91.84
3055,31427702838,dust protection collar,6,38.99,-70.88
3056,31427702839,shim,5,6.99,-100.0
3057,31427702840,guide bush,2,14.99,-100.0
3058,31427702841,piston ring,4,15.99,-100.0
3059,31427702845,snap ring,4,3.99,-100.0
3060,31427702846,covering cap,1,15.99,-100.0
3061,31427709768,sliding sleeve,6,44.99,-79.79
3062,31427711183,stanchion,1,980.99,-100.0
3063,31427718387,washer,1,7.99,-100.0
3064,31427718398,cup,2,44.99,-100.0
3065,31427718399,gasket ring,0,45.99,0.0
3066,31427720040,gasket ring,19,11.99,-100.0
3067,31427723829,o-ring,8,16.99,-100.0
3068,31427723854,"anti-friction bushing, upper",4,44.99,-100.0
3069,31427723855,"anti-friction bushing, lower",4,44.99,-100.0
3070,31427724466,o-ring,4,5.99,-100.0
3071,31427724793,o-ring,9,8.99,-100.0
3072,31427725192,roller bearing,2,105.99,-100.0
3073,31427725193,dust gasket,2,16.99,-100.0
3074,31427726306,gasket ring,8,36.99,-100.0
3075,31427726772,"fork brace, black, lower",1,565.99,-100.0
3076,31428358444,set of gaskets,6,105.99,-100.0
3077,31428358445,set of sliding sleeves,7,58.99,-100.0
3078,31428358636,o-ring,5,5.99,-100.0
3079,31428358641,bush bearing set,2,53.99,-100.0
3080,31428358657,set of gaskets,3,115.99,15.19
3081,31428393007,stanchion,2,870.99,-100.0
3082,31428396077,bush,8,48.99,-100.0
3083,31428405608,set of gaskets,2,130.99,-100.0
3084,31428520150,"spacer, silver",1,38.99,-100.0
3085,31428521282,stanchion,2,700.99,-100.0
3086,31428521942,gasket ring,4,43.99,-71.45
3087,31428521943,guide bush,4,44.99,-79.79
3088,31428526197,gasket set,4,95.99,-100.0
3089,31428532723,set of sealing elements,8,100.99,-20.53
